,Title,Sentiment
0,Europe seeks to limit use of AI in society,-0.37893819143819096
1,The EU is considering a ban on AI for mass surveillance and social credit scores,5.875995343040798
2,2020 was a record year of growth for Lytx,12.480886049434435
3,Machine Learning May Help To Curb Future Epidemics: Study.,12.800994640280356
